0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,emotion
-557.4183,59.952057,-3.6888146,12.916796,-0.0137892505,8.49737,-7.3896723,1.7407534,-4.216524,-5.3085866,-10.202172,-4.530848,0.68083215,-4.907952,-2.2346215,1.4346284,-5.0419836,-3.2938826,0.4591671,-3.1179285,-6.183762,-0.5849996,-0.11220481,-3.3723614,-5.1783013,-2.5422726,-1.5588965,-2.37086,-4.3364015,-1.4830894,-2.5470748,-2.7667747,-4.0104623,-2.1709714,-1.7560532,-2.707897,-1.2079598,-0.74921,-2.1718042,0.17065822,angry
-382.96606,53.877857,-23.295197,4.5904517,-9.281444,-0.87772375,-10.370431,-2.3168542,-15.354205,-8.7570095,-11.345288,-7.9053793,-5.038463,-4.7146053,-5.813763,-4.9152923,-6.532456,-2.7156067,-1.5495614,-2.796807,-5.142219,2.3982217,1.8161962,2.108455,2.2282653,3.1580687,2.1042547,5.0286856,-0.7423214,1.2308383,-0.452903,0.08899821,-1.5881519,1.2201177,2.4586213,0.20084022,-1.4566565,0.64360946,-1.3688105,1.4259813,angry
-398.33093,52.28169,-28.397718,12.267397,-10.859696,3.720289,-12.748707,-1.9727651,-11.157867,-6.1966987,-13.095329,-9.452902,-1.8068535,-7.410354,-6.0526714,-2.0691097,-4.8386726,-3.399389,-3.4706447,-5.3630595,-9.279022,-4.7527566,-3.8221326,-6.764242,-6.641278,-2.9140208,-2.3501709,0.41428596,-0.6733763,3.975409,3.722073,1.8582014,0.7940176,1.6372222,-0.86114913,-2.0218961,0.6553016,3.1634188,0.6508664,0.35532394,angry
-433.96576,53.986023,-22.437214,10.337305,-7.014483,4.4466424,-9.936925,-1.8927367,-10.486031,-7.3606787,-12.758347,-6.5644193,-1.5250014,-6.7763195,-6.6401267,-0.27967197,-6.806804,-2.4216254,-1.3657223,-2.9342387,-8.120314,-1.1421193,-2.1080093,-4.542736,-3.9271774,-0.7458904,-2.3398943,-0.27675244,-2.4281511,1.9665965,-0.8740689,1.5456337,-0.44693363,0.2947556,-1.1272589,-0.23131916,-0.3571451,1.4205973,-0.61147577,0.05761576,angry
-338.97913,44.90493,-24.296865,3.921227,-13.2807255,1.456002,-13.051088,-4.9726586,-16.886797,-7.3687496,-14.381403,-8.851163,-2.0966725,-5.753723,-8.464537,-3.0317612,-6.528353,-1.3251548,-2.688012,-1.4880204,-4.3976464,2.1163383,3.9263842,2.3826792,-0.7801943,2.5674608,-0.33689687,3.5442564,-0.47791287,2.5433598,-0.774938,-1.4670061,-3.1399102,-0.7236706,-1.092418,-0.18139628,-1.6657664,-0.4444998,-2.8668292,0.044492092,angry
-620.86926,72.92555,3.069638,15.845616,5.0054407,15.862975,-6.974336,2.558235,-6.399506,-6.247275,-8.1957035,-2.013455,0.49049407,-3.3970265,3.7888987,1.4706993,-3.0161712,0.39531073,5.018989,0.32392117,-2.9652,-1.3875879,-0.3236727,-0.65241075,-4.0369067,-2.1895971,-1.3085163,-1.0928924,-4.240839,-2.1090763,-0.5209192,-1.2811072,-2.135622,0.15258029,-1.7687125,-2.7610383,-1.0381207,-1.5229264,-2.2065668,-1.8548942,fearful
-635.4471,72.67471,-2.9517865,10.282644,2.131883,12.7642765,-7.8575134,0.4886411,-9.560815,-9.200944,-11.435256,-3.857509,0.25524303,-6.7513337,-1.3516308,-0.6015886,-5.1504917,-1.9447657,3.1450768,-1.7508795,-5.561813,-3.0391297,-1.3706182,-1.9431255,-4.608194,-2.9367192,-2.1323483,-2.656546,-4.664027,-3.0016356,-1.7838424,-2.8599732,-4.2806277,-1.4847786,-1.8966843,-3.0599308,-3.1001484,-2.7270381,-2.3021538,-1.9279181,fearful
-646.4345,74.19784,4.969642,20.310244,7.6789846,16.816557,-2.4131546,6.3674293,-4.006638,-2.782018,-5.332043,0.04226609,2.033845,-1.7324251,2.2289166,1.9312272,-1.9456042,0.5252427,3.9149904,0.6658208,-0.974335,-1.463912,1.3930211,2.3822556,-2.203944,-2.7682226,-0.8335558,0.47433382,-3.6016886,-1.8772748,-1.4490095,-0.69909376,-2.591629,-0.494189,-0.58969474,-2.2659028,-0.71470463,-1.3590323,-1.180966,-1.4167786,fearful
-648.97406,78.302345,-1.7424384,14.431587,6.241876,14.4565525,-5.611793,4.6549683,-8.24646,-6.148351,-7.476689,-0.21183348,0.5937343,-1.9911116,0.9711016,0.013414635,-2.9713135,0.897128,1.8041453,-1.2302074,-1.6208377,-2.9808757,-0.36076662,2.5097408,-3.8747127,-3.5998275,-0.17097661,-1.5207523,-3.6436508,-1.801743,-1.1077999,-1.9557544,-3.6016264,0.26306924,-2.0154488,-2.0125258,-1.3400179,-1.6878453,-0.8708208,-2.5261834,fearful
-474.58643,74.83671,-14.510592,9.21777,-4.863628,11.183943,-1.2733643,3.74777,-9.133905,-9.74228,-9.53531,-3.455362,3.30271,-2.2480285,-3.310649,1.1273918,-3.9692988,0.26138884,4.3662796,3.6420317,-3.3935664,-3.8168306,-0.98161584,-1.5469205,-4.773205,-0.84999037,-1.340397,0.5184463,-1.2662383,1.351644,1.3324484,2.4823716,0.4974517,1.8495871,3.0887077,0.2351565,0.5432257,4.392914,2.0579855,1.8122873,fearful
-433.3269,61.518326,-13.174422,0.06451048,-7.5669017,10.038398,-4.9071875,-2.5612373,-12.315669,-12.537487,-11.446819,-8.186242,-1.3809907,-7.9379115,-7.4867306,-3.9536464,-6.169226,-2.4556212,0.4996778,-1.832733,-8.278387,-6.076615,-0.8322013,-3.3332453,-4.8647475,-4.0146046,-2.3342042,2.1004632,1.086003,3.954269,4.426285,4.6572146,2.1919813,1.5543208,3.0144029,1.2065572,3.4741068,5.101146,2.4098866,1.6561221,fearful
-400.78815,62.260452,-16.549139,5.9092517,-9.460678,5.0568066,-7.2992,0.83104813,-14.260063,-13.714011,-12.31969,-9.456751,-2.0069785,-5.839815,-8.224827,-4.6329947,-8.457231,-5.388064,0.21276905,-0.30388102,-9.1781645,-5.0295935,-1.8466154,-3.6866786,-4.9100394,-2.509276,-2.449053,0.7455416,-0.52975,4.1460013,5.7547965,7.3733845,4.2089834,4.6707687,2.6336145,-0.3963461,0.65049505,2.0769145,1.6700149,2.7474709,fearful
-452.25665,64.263695,-13.6770115,5.0338244,-7.8362937,9.111504,-4.4770546,-1.2374461,-15.050168,-9.26992,-12.923943,-9.0727215,2.0990417,-3.0518131,-7.781034,-4.406827,-6.310905,-3.8765929,1.2787123,-1.2570753,-8.41102,-5.2236543,-1.232408,-2.9414847,-6.339104,-3.071443,-3.2436197,0.49756417,-0.8936722,1.3057175,2.97019,3.969852,3.0248644,3.792525,4.580736,2.9709115,2.3511393,3.790526,1.4083436,1.2200094,fearful
-675.8518,68.959435,-4.9626026,5.423141,0.60984236,3.1607316,-9.528844,2.6474683,-9.230494,-3.4923787,-2.775557,-0.85833704,-3.2529047,-3.1871183,-2.5393286,-3.9149678,-0.56695545,-4.1798887,-5.0867414,-0.24430692,-3.4592335,-1.579851,-0.8685266,-1.6790447,0.24093083,-1.3465208,-1.3802614,-0.41877896,-0.24013773,0.3417975,-2.2939687,-1.6274142,-0.15757708,-1.1528987,0.62624,1.4093477,-0.14297593,0.22750519,1.8603998,1.3771691,neutral
-677.49725,66.73792,-7.0662713,6.711428,2.317029,2.5784457,-9.735838,3.7399817,-9.666592,-1.5748338,-2.7584553,-1.9055327,-2.6086485,-2.9706562,-3.0641108,-4.464402,-0.86149895,-3.4916823,-5.282027,-0.7962503,-2.5613759,-0.8190154,-1.3265713,-1.6269693,0.19176774,-1.5065613,-1.7739023,-0.8547831,-1.147845,-0.06112364,-2.7436736,-2.5041678,-1.6161284,-1.7579638,0.48650736,1.6671813,0.159781,0.70696485,2.2525685,2.3304923,neutral
-640.2968,64.62258,-5.608733,3.4770446,-2.1005533,2.704671,-9.134014,2.263086,-9.458851,-4.599762,-3.9467952,-1.7240584,-3.9413574,-3.444394,-3.9596896,-4.3429723,0.029694336,-3.3121116,-6.1665616,-1.0001365,-4.5130324,-2.9812937,-1.1000804,-1.1260172,0.29211065,-1.0087559,-1.0637127,-0.39682758,-1.4224703,0.20398432,-1.3237803,-1.1796442,1.3282089,1.7923588,1.6518482,2.6347268,1.2374674,0.350798,1.5449139,1.1705171,neutral
-659.5008,61.3148,-5.997138,4.4901476,-2.6454024,2.5160272,-10.72228,2.685003,-10.316002,-4.756049,-4.690621,-2.454974,-4.5527906,-3.1094291,-4.70303,-5.954689,-1.5726737,-4.0118804,-7.0386806,-0.30624443,-4.937994,-3.7940528,-1.425875,-1.5668769,-0.5894725,-1.0053346,-2.7869668,-0.94588375,-2.1389225,-0.6583906,-2.0396538,-1.1900827,1.2553806,1.0526129,1.4955509,2.878046,2.250508,1.8805008,2.143737,0.7627159,neutral
-615.3698,64.712395,-17.525738,1.0721176,2.1432564,-0.7451552,-10.137993,1.4398386,-9.424702,-8.146934,-1.7783351,-3.5647104,-4.9699297,-2.514636,-5.2736297,-5.939844,-1.7886356,-3.104208,-5.6225367,-2.1001048,-2.2293854,-2.1062891,-2.5634205,-0.86178917,0.066368416,-2.7975118,-3.0496488,-0.58081704,-2.3035429,-0.014935737,-0.77289623,-1.3844085,0.57805365,0.77738625,1.4233615,2.834615,0.14550067,-0.70688677,-0.30749494,1.7222908,happy
-636.3284,67.115746,-15.966241,4.984889,3.678653,0.79736257,-11.596442,2.4776046,-10.262892,-7.066807,-1.8124379,-3.9394994,-5.9389787,-2.4943268,-4.41677,-5.6086264,-1.0541735,-2.5925167,-6.016905,-2.2745755,-1.7451228,-1.9723496,-2.1114352,-0.25861877,0.29116517,-2.5427966,-3.1969404,-0.62473124,-2.4306877,-1.3593239,-2.5258849,-3.377443,-1.1079644,0.17522685,0.8188538,2.621461,1.2891303,0.3468987,0.82519084,3.0132618,happy
-623.5609,64.29266,-16.984367,1.9863329,-0.77768683,-1.0957052,-10.206499,-1.0956905,-12.033014,-9.559129,-2.6313574,-3.4545596,-7.2920847,-3.1626873,-5.1663575,-7.7712326,-1.573285,-3.4892826,-7.061333,-3.0587547,-2.8193798,-4.8992167,-3.594507,-1.6600976,0.04873252,-2.431363,-3.0512168,-0.45355672,-2.2738676,-0.5351764,-0.33752164,0.012626691,2.0770228,1.7802615,1.1372728,1.1397475,-0.32377443,-1.6315455,-0.9596461,1.3449457,happy
-621.7522,65.94344,-13.400205,4.6448717,0.7613918,0.43288064,-9.629009,-0.96714395,-10.922279,-7.44106,-1.0519145,-2.3797553,-6.1604385,-2.5791564,-4.9081335,-5.849735,-1.2042196,-3.5736337,-6.9027057,-1.8949376,-2.7804728,-3.7802873,-2.5693054,-1.0497652,0.22397764,-3.1471553,-3.2577202,-1.5001436,-2.953444,-1.2396654,-1.2014539,0.14701682,1.9103749,0.8751066,1.1563838,1.9087954,0.8675421,-0.018671324,-0.066788375,0.68354887,happy
-507.97903,55.327003,-24.597252,-2.2963903,2.2030911,-5.1337295,-15.9404745,-2.384277,-10.304942,-11.138833,-1.3275423,-7.337683,-9.678197,-2.4866636,-7.3643084,-7.884478,-2.4470067,-3.2247083,-8.413756,-2.5154827,-0.40507245,-0.72660387,-0.51970416,0.0069199484,0.5109423,-3.0118513,-2.9535792,0.5687701,-1.5101563,0.16382161,-0.55368316,-1.7092429,0.43307197,1.4446509,2.378497,3.3511336,1.9365718,1.8881569,1.5582788,2.1069818,happy
-509.58395,59.14795,-25.002707,-2.642916,1.5179118,-3.1079454,-16.754808,-3.8577049,-9.711455,-10.388177,-2.2028635,-6.0850754,-8.971969,-2.2867908,-5.613216,-7.3281136,-1.5478508,-1.6469029,-7.9584785,-0.17847864,1.176946,-0.21512628,-0.061856918,0.09737124,0.79394716,-2.179006,-3.002345,0.25117728,-1.8503578,-0.63051564,-1.6803248,-1.8879949,-0.1964087,0.1445444,0.586496,1.7274991,1.4608756,3.0874827,3.8697612,4.453938,happy
-564.886,59.037647,-17.660675,-0.29245853,0.6204667,-0.51987076,-12.68607,-5.5435715,-11.660215,-10.052526,-0.98955363,-3.7621117,-9.788853,-4.707024,-5.0041957,-8.387945,-2.1644776,-2.8855674,-9.528622,-3.2271237,-3.3701074,-4.533599,-3.797749,-1.2798076,1.2261288,-0.5347446,-2.9546487,0.1796775,0.18015341,1.2454011,0.50761247,1.1545343,1.7189792,2.0590405,-0.35196748,-0.19539171,-0.029031325,1.4504805,2.0006435,4.067142,happy
-558.6029,57.735268,-17.925465,0.64743835,-0.6263508,-1.7978334,-13.934751,-3.521386,-10.3474245,-10.280376,-3.0889096,-5.3283057,-10.227825,-3.1592925,-6.328031,-8.698456,-2.5679736,-3.153545,-9.31044,-1.6447996,-0.90289956,-1.7794402,-1.8123009,-0.45610243,0.52837527,-2.6621695,-4.4437385,-0.09302397,-1.2538115,0.47309914,-0.3334796,-0.09615559,0.11960007,1.7061555,0.38016444,1.2762492,1.4119675,2.4763055,3.5780237,5.170233,happy
-706.5462,70.95973,-4.1365914,6.6439753,-0.8450789,3.2053216,-10.46276,2.9966118,-11.937459,-4.443748,-5.141396,-3.6179626,-4.571275,-5.143256,-5.832727,-3.367124,-0.072102524,-3.911973,-5.1930537,-2.9575598,-4.560502,-2.736877,-4.24217,-4.6770887,-1.3829831,-3.4277692,-2.8065376,-2.5578234,-1.0734799,1.1746631,-1.1342698,-0.2675756,0.5467235,0.46765772,1.278057,2.4602218,1.9991835,3.2066677,5.7186756,6.966397,sad
-696.2251,72.61911,-5.971652,6.434627,-0.2762452,2.8364086,-9.820615,3.4400737,-9.201118,-5.085862,-4.289515,-2.866197,-2.9726012,-5.1390038,-3.4942696,-4.2632737,-0.8274434,-3.1236517,-5.798485,-2.2346954,-4.3894997,-2.8332024,-3.8073351,-4.5552063,-0.42420632,-2.6997674,-2.8066494,-2.6400847,-2.3948827,0.8151009,-2.5029802,-2.1388764,0.5568341,0.81213784,1.4127873,3.4967136,3.0698614,3.3171687,4.649928,5.41601,sad
-683.29425,59.915516,-0.3598153,6.508977,-1.4676181,2.8750472,-8.309567,-0.59634703,-11.488851,-5.7631593,-3.1498957,-3.2484865,-5.245757,-5.040653,-4.293874,-5.4451556,-1.3202673,-4.307241,-6.719017,-2.4038706,-4.1833243,-3.444208,-3.4242268,-4.5177855,-1.1846836,-4.8881493,-5.0697913,-4.624096,-3.4829116,-1.3506224,-3.0444427,-1.1964341,1.2733015,0.8552891,0.6928047,0.26432467,-0.7665927,0.6452459,4.5004735,7.5162997,sad
-700.86566,62.921898,-2.619947,8.212914,-0.48985162,4.108222,-7.795467,-0.023358103,-9.3188505,-6.341343,-3.9372573,-1.853161,-4.5948195,-5.17756,-4.0791664,-5.3358607,-1.5325962,-4.0789027,-5.5367393,-1.6802336,-4.1038094,-3.3197484,-3.0499446,-4.947014,-1.8914354,-3.722779,-5.218106,-4.1843615,-3.964441,-1.9875144,-3.1234152,-2.756946,-0.10409977,0.3339604,1.5430464,3.133022,3.2354157,4.054074,7.0644903,8.328933,sad
-684.31573,62.340847,-8.324207,5.9357667,-1.9212883,-1.0301524,-10.189304,-1.967844,-11.886773,-8.71532,-5.9609404,-3.7124434,-6.0599976,-4.1743803,-4.191667,-5.160754,1.7213534,-2.1669803,-6.5773,-3.663088,-2.221313,-2.6067798,-1.8019325,-3.1856666,1.242815,-0.76612043,-0.81336015,0.49799767,0.7565035,5.004949,2.6533709,4.556844,5.2611785,2.542663,2.0582275,1.3756725,-1.1524829,-1.4858049,1.1721841,0.63747984,sad
